,2B,3B,BA,BB,HBP,HOF,HR,IBB,OBP,OPS,SB,SF,SLG,firstName,games,hits,lastName,player_id,runs,seasons,WAR,BA,WAR,OBP,OPS,SLG,seasons,predictions
319,70.0,21.0,0.2375750955761879,63.0,4.06,0,1.06,0.07,0.2645024313403192,0.5649830430279216,0.07,0.07,0.3004806116876024,Uriah L. P.,472.0,435.0,Evans,evansja01,215.0,7.0,3.99,0.2375750955761879,3.99,0.2645024313403192,0.5649830430279216,0.3004806116876024,7.0,0
320,148.01,55.02,0.2427345696097426,197.01,5.1,0,23.03,0.12999999999999998,0.28284197062308003,0.6161217934849677,87.08,0.12999999999999998,0.3332798228618876,John A.,884.0,877.0,Farrell,farreja02,584.0,13.0,18.5,0.2427345696097426,18.5,0.28284197062308003,0.6161217934849677,0.3332798228618876,13.0,0
321,33.04999999999999,18.060000000000006,0.23269281045751636,69.04,2.0499999999999994,0,4.079999999999998,0.11,0.2978952403731165,0.6370063514842276,7.1,0.11,0.33911111111111103,Franklin Washington,199.0,178.01,Gardner,gardngi01,113.05000000000004,11.0,1.33,0.23269281045751636,1.33,0.2978952403731165,0.6370063514842276,0.33911111111111103,11.0,0
322,68.01,23.020000000000003,0.206970509383378,147.01999999999995,0.08,0,3.0699999999999994,0.1,0.2649339031905378,0.5379955653889292,8.08,0.1,0.2730616621983914,Andrew Bernard,521.0,386.0,Gilligan,gilliba01,215.0,10.0,7.08,0.206970509383378,7.08,0.2649339031905378,0.5379955653889292,0.2730616621983914,10.0,0
323,262.01,94.0,0.3009146910584282,717.0,30.08,0,46.03,0.15,0.38646643393188,0.7971627191661529,170.07,0.15,0.41069628523427293,George F.,1310.0,1612.0,Gore,gorege01,1327.0,15.0,39.81,0.3009146910584282,39.81,0.38646643393188,0.7971627191661529,0.41069628523427293,15.0,0
324,67.0,21.0,0.2948328267477204,51.0,0.05,0,7.01,0.05,0.3294961949715827,0.7560716762279149,0.05,0.05,0.42657548125633227,Emil Michael,248.0,291.0,Gross,grossem01,141.0,5.0,7.97,0.2948328267477204,7.97,0.3294961949715827,0.7560716762279149,0.42657548125633227,5.0,0
330,148.0,63.0,0.2666093928980527,224.0,18.06,0,9.04,0.09,0.3141437810478957,0.6669845599711488,78.07,0.09,0.3528407789232531,Peter James,840.0,931.0,Hotaling,hotalpe01,590.0,9.0,7.72,0.2666093928980527,7.72,0.3141437810478957,0.6669845599711488,0.3528407789232531,9.0,0
331,106.01,58.03,0.25047010154193305,48.01,20.06,0,4.069999999999999,0.1,0.2691691387042245,0.6077475516414189,31.07,0.1,0.33857841293719443,Sargent Perry,641.0,666.0,Houck,houcksa01,406.0,10.0,8.58,0.25047010154193305,8.58,0.2691691387042245,0.6077475516414189,0.33857841293719443,10.0,0
332,17.02,3.04,0.22603411513859276,10.03,0.06000000000000001,0,1.05,0.06000000000000001,0.242304080141918,0.524308344534242,0.06000000000000001,0.06000000000000001,0.2820042643923241,John Francis,122.0,106.01,Kelly,kellyjo01,48.02,6.0,-3.02,0.22603411513859276,-3.02,0.242304080141918,0.524308344534242,0.2820042643923241,6.0,0
334,18.03,6.06,0.19490719257540606,42.03,2.05,0,0.09,0.09,0.23405100588189856,0.4642482216591608,0.09,0.09,0.23019721577726215,Rudolph,236.0,168.01,Kemmler,kemmlru01,79.03,9.0,0.67,0.19490719257540606,0.67,0.23405100588189856,0.4642482216591608,0.23019721577726215,9.0,0
335,25.020000000000003,4.02,0.2601626016260163,15.0,0.05,0,1.04,0.05,0.2778130455483257,0.5968049154670251,0.05,0.05,0.3189918699186992,Michael Joseph,160.0,160.0,Kennedy,kennedo01,67.01,5.0,4.49,0.2601626016260163,4.49,0.2778130455483257,0.5968049154670251,0.3189918699186992,5.0,0
338,43.01,42.0,0.23929299796057105,61.0,4.04,0,9.02,0.07,0.27149097395368826,0.6155222451977399,0.07,0.07,0.34403127124405164,Michael R.,371.0,352.0,Mansell,mansemi01,237.0,7.0,3.25,0.23929299796057105,3.25,0.27149097395368826,0.6155222451977399,0.34403127124405164,7.0,0
341,3.03,2.04,0.24314917127071825,10.03,0.05,0,1.04,0.05,0.28300109872861395,0.5826696070159068,0.05,0.05,0.2996685082872928,Daniel,45.0,44.01,O'Leary,olearda01,18.009999999999994,5.0,0.0,0.24314917127071825,0.0,0.28300109872861395,0.5826696070159068,0.2996685082872928,5.0,0
344,214.0,98.0,0.2655699177438308,178.0,25.06,0,17.02,0.1,0.2990157374342777,0.672942881970118,39.07,0.1,0.3739271445358402,William B.,1038.0,1130.0,Phillips,phillbi01,562.0,10.0,12.26,0.2655699177438308,12.26,0.2990157374342777,0.672942881970118,0.3739271445358402,10.0,0
345,8.03,1.05,0.20958997722095676,3.03,0.06000000000000001,0,0.06000000000000001,0.06000000000000001,0.2150853782652946,0.4481605491081192,0.06000000000000001,0.06000000000000001,0.2330751708428246,Charles Augustine,119.0,92.01,Reilley,reillch01,36.01,6.0,-2.14,0.20958997722095676,-2.14,0.2150853782652946,0.4481605491081192,0.2330751708428246,6.0,0
346,29.02,20.02,0.25736738703339884,46.01,0.05,0,3.04,0.06000000000000001,0.2894974251024321,0.6236624545719802,0.06000000000000001,0.06000000000000001,0.3341650294695481,J Lee,251.0,262.0,Richmond,richmle01,169.01,6.0,0.44,0.25736738703339884,0.44,0.2894974251024321,0.6236624545719802,0.3341650294695481,6.0,0
347,202.0,88.00999999999998,0.2863657090743274,224.01,16.08,0,28.01,0.11999999999999998,0.3233943119745969,0.7151065782764665,59.07,0.11999999999999998,0.3917122663018696,John Charles,1044.0,1256.0,Rowe,roweja01,764.0,12.0,28.3,0.2863657090743274,28.3,0.3233943119745969,0.7151065782764665,0.3917122663018696,12.0,1
351,50.0,14.04,0.20661764705882352,64.00999999999999,0.06000000000000001,0,5.049999999999999,0.08,0.24229891514236565,0.5174680327894244,0.08,0.08,0.2751691176470588,George Andrew,362.0,281.0,Strief,striege01,145.0,8.0,-1.64,0.20661764705882352,-1.64,0.24229891514236565,0.5174680327894244,0.2751691176470588,8.0,0
355,52.01,7.05,0.22850758853288364,44.01,1.07,0,3.06,0.09,0.25673952419243484,0.54872940614859,6.08,0.09,0.2919898819561552,Charles F.,323.0,271.01,Briody,briodfa01,134.01,9.0,4.08,0.22850758853288364,4.08,0.25673952419243484,0.54872940614859,0.2919898819561552,9.0,0
356,441.0,233.01,0.3165255324608673,1002.0,38.07,0,138.0,0.19000000000000006,0.3969851464638804,0.8830025957838701,244.06,0.19000000000000006,0.4860174493199898,Roger,1997.0,2467.0,Connor,connoro01,1620.0,19.0,84.09,0.3165255324608673,84.09,0.3969851464638804,0.8830025957838701,0.4860174493199898,19.0,1
357,30.03,18.040000000000006,0.20310522442972773,60.03,1.06,0,3.069999999999999,0.1,0.237369647723192,0.4958979773773494,25.05,0.1,0.2585283296541574,Samuel Newhall,373.0,276.02,Crane,cranesa01,183.02,10.0,-4.77,0.20310522442972773,-4.77,0.237369647723192,0.4958979773773494,0.2585283296541574,10.0,0
359,22.01,4.02,0.2824858757062147,14.02,2.03,0,0.05,0.05,0.303509413269969,0.6428691119517016,0.05,0.05,0.3393596986817325,Jeremiah F.,131.0,150.0,Dorgan,dorgaje01,74.0,5.0,1.02,0.2824858757062147,1.02,0.303509413269969,0.6428691119517016,0.3393596986817325,5.0,0
360,224.01,53.02,0.29164569703069954,283.01,7.08,0,41.03999999999999,0.14,0.3398245404211311,0.7455039566264657,85.07000000000002,0.14,0.40567941620533465,Frederick C.,965.0,1159.0,Dunlap,dunlafr01,759.0,14.0,36.93,0.29164569703069954,36.93,0.3398245404211311,0.7455039566264657,0.40567941620533465,14.0,0
361,120.01,34.04999999999999,0.26119139936552693,70.02,20.05,0,6.089999999999999,0.11999999999999998,0.2839139242754997,0.6178511819420489,55.06,0.11999999999999998,0.3339372576665492,Thomas John,701.0,741.0,Esterbrook,esterdu01,387.0,12.0,8.65,0.26119139936552693,8.65,0.2839139242754997,0.6178511819420489,0.3339372576665492,12.0,0
362,108.0,45.0,0.27639221045439016,106.0,5.07,0,10.03,0.08,0.3028388986718891,0.6571573134310281,54.06,0.08,0.35431841475913894,Peter Patrick,714.0,809.0,Gillespie,gillepe01,450.0,8.0,8.81,0.27639221045439016,8.81,0.3028388986718891,0.6571573134310281,0.35431841475913894,8.0,0
364,159.0,79.0,0.2595585337012219,471.0,18.07,0,30.03,0.12999999999999998,0.32464588725913146,0.6644350082681973,329.07,0.12999999999999998,0.33978912100906583,Edward Hugh,1267.0,1317.0,Hanlon,hanlone01,930.0,13.0,18.01,0.2595585337012219,18.01,0.32464588725913146,0.6644350082681973,0.33978912100906583,13.0,0
366,245.03,85.03000000000002,0.2686909997068309,588.01,85.02,1,27.07000000000001,0.18000000000000002,0.3343522062757414,0.6757931326902826,739.05,0.18000000000000002,0.3414409264145412,Walter Arlington,1627.0,1833.01,Latham,lathaar01,1478.0,18.0,30.57,0.2686909997068309,30.57,0.3343522062757414,0.6757931326902826,0.3414409264145412,18.0,1
368,28.03,13.03,0.2203626220362622,39.02,5.05,0,9.06,0.08,0.2654763781596511,0.5991862805306414,3.08,0.09,0.33370990237099024,Frank Henry,194.0,158.0,Mountain,mountfr01,84.00999999999998,9.0,1.59,0.2203626220362622,1.59,0.2654763781596511,0.5991862805306414,0.33370990237099024,9.0,0
369,30.02,13.02,0.2936191860465116,47.02,0.05,0,1.05,0.06000000000000001,0.3388244256117966,0.7185046581699361,0.06000000000000001,0.06000000000000001,0.3796802325581395,Michael,169.0,202.01,Moynahan,moynami01,124.01,6.0,3.9,0.2936191860465116,3.9,0.3388244256117966,0.7185046581699361,0.3796802325581395,6.0,0
370,64.00999999999999,11.06,0.2352231604342581,158.01,9.07,0,9.06,0.11999999999999998,0.2833546831436968,0.5641387603451442,26.06,0.11999999999999998,0.2807840772014475,Charles Gardner,653.0,585.0,Radbourn,radboch01,308.0,12.0,2.5,0.2352231604342581,2.5,0.2833546831436968,0.5641387603451442,0.2807840772014475,12.0,0
371,215.0,139.0,0.2886421861656704,157.0,94.02,0,69.00999999999999,0.1,0.3248188493896804,0.7629123592103464,245.04,0.1,0.438093509820666,John Good,1142.0,1352.0,Reilly,reilljo01,898.0,10.0,23.25,0.2886421861656704,23.25,0.3248188493896804,0.7629123592103464,0.438093509820666,10.0,0
372,109.0,42.03,0.24789115646258505,238.01,20.03,0,11.05,0.11,0.2972274131421379,0.6066723111013216,101.06,0.11,0.3094448979591837,Joseph John,920.0,911.0,Sommer,sommejo01,617.0,11.0,3.45,0.24789115646258505,3.45,0.2972274131421379,0.6066723111013216,0.3094448979591837,11.0,0
373,72.0,36.01,0.24246913580246915,173.01,12.05,0,8.04,0.08,0.3058901246074909,0.6313913591753921,67.07,0.08,0.32550123456790125,Daniel Eckford,509.0,491.0,Stearns,stearec01,295.0,8.0,1.39,0.24246913580246915,1.39,0.3058901246074909,0.6313913591753921,0.32550123456790125,8.0,0
376,73.0,22.0,0.2496307237813885,54.01,4.04,0,3.0699999999999994,0.08,0.28046284690503004,0.6233062737883388,9.06,0.08,0.3428434268833087,Samuel W.,360.0,338.0,Trott,trottsa01,166.0,8.0,4.62,0.2496307237813885,4.62,0.28046284690503004,0.6233062737883388,0.3428434268833087,8.0,0
377,89.03000000000002,32.04,0.22276826949198586,302.0,18.04,0,6.09,0.12999999999999998,0.2849291582212203,0.5542554282565368,67.07000000000001,0.12999999999999998,0.2693262700353165,Arthur Wilson,978.0,820.01,Whitney,whitnar01,475.01,13.0,3.22,0.22276826949198586,3.22,0.2849291582212203,0.5542554282565368,0.2693262700353165,13.0,0
378,228.01,132.01,0.27313349469372555,418.01,32.07,0,68.04,0.15,0.3293255892654989,0.7320718190178728,113.06,0.15,0.4027462297523739,George Albert,1280.0,1467.0,Wood,woodge01,965.0,15.0,19.63,0.27313349469372555,19.63,0.3293255892654989,0.7320718190178728,0.4027462297523739,15.0,0
379,37.0,9.03,0.2442019099590723,49.0,4.049999999999999,0,0.08,0.08,0.2705825044597895,0.5525061060968972,7.05,0.08,0.2819236016371078,Thomas H.,402.0,358.0,Deasley,deaslpa01,161.0,8.0,4.51,0.2442019099590723,4.51,0.2705825044597895,0.5525061060968972,0.2819236016371078,8.0,0
382,70.0,13.04,0.2959028831562974,60.0,8.05,0,4.04,0.07,0.33045479467867145,0.7084517597773057,8.06,0.07,0.3779969650986343,Frederick Miller,317.0,390.0,Lewis,lewisfr01,224.0,7.0,5.33,0.2959028831562974,5.33,0.33045479467867145,0.7084517597773057,0.3779969650986343,7.0,0
385,91.0,29.01,0.23463203463203464,337.0,23.03,0,5.06,0.1,0.3066640872336365,0.5886842892538384,383.05,0.1,0.282020202020202,Hugh N.,888.0,813.0,Nicol,nicolhu01,631.0,10.0,4.03,0.23463203463203464,4.03,0.3066640872336365,0.5886842892538384,0.282020202020202,10.0,0
390,120.01,63.02,0.2993741307371349,325.0,43.03,0,14.04,0.09,0.37884850128848496,0.7784208239588604,120.05,0.09,0.39957232267037546,Cyrus Edward,724.0,861.0,Swartwood,swarted01,607.01,9.0,16.93,0.2993741307371349,16.93,0.37884850128848496,0.7784208239588604,0.39957232267037546,9.0,0
391,42.01,20.02,0.24312333629103816,41.01,7.04,0,4.04,0.06000000000000001,0.2740594497536401,0.6007409049444121,0.06000000000000001,0.06000000000000001,0.326681455190772,John Joseph,292.0,274.0,Troy,troyda01,166.0,6.0,2.12,0.24312333629103816,2.12,0.2740594497536401,0.6007409049444121,0.326681455190772,6.0,0
392,221.01,112.01,0.2716861081654295,389.01,36.06,0,49.01,0.11999999999999998,0.3319079644915849,0.7291635318298669,203.05,0.11999999999999998,0.3972555673382821,Samuel Washington,1175.0,1281.0,Wise,wisesa01,834.01,12.0,20.17,0.2716861081654295,20.17,0.3319079644915849,0.7291635318298669,0.3972555673382821,12.0,0
397,239.0,138.01999999999998,0.26497351622979765,748.0,46.02,0,64.02000000000001,0.19000000000000006,0.3365145680937477,0.6975223095034992,657.04,0.19000000000000006,0.36100774140975145,Thomas Tarlton,1786.0,1951.0,Brown,brownto01,1521.0,19.0,16.38,0.26497351622979765,16.38,0.3365145680937477,0.6975223095034992,0.36100774140975145,19.0,0
400,125.02,47.02,0.2505060422960725,361.02,47.05,0,31.02,0.11,0.3203247355131524,0.6494108382321856,197.04,0.11,0.3290861027190332,Samuel Clifford,991.0,995.01,Carroll,carrocl01,729.0,11.0,8.5,0.2505060422960725,8.5,0.3203247355131524,0.6494108382321856,0.3290861027190332,11.0,0
402,39.0,12.01,0.26109936575052856,69.01,6.01,0,2.039999999999999,0.05,0.31537504774403324,0.6495610942556611,31.03,0.05,0.3341860465116279,John P.,234.0,247.0,Cline,clinemo01,167.01,5.0,2.75,0.26109936575052856,2.75,0.31537504774403324,0.6495610942556611,0.3341860465116279,5.0,0
404,7.02,3.03,0.18181818181818185,11.01,4.0299999999999985,0,1.04,0.05,0.2198768145098889,0.4542923989254734,3.04,0.05,0.23441558441558444,Joseph P.,87.0,56.0,Crotty,crottjo01,34.0,5.0,-1.18,0.18181818181818185,-1.18,0.2198768145098889,0.4542923989254734,0.23441558441558444,5.0,0
414,111.0,35.01,0.2671575846833579,177.0,52.02,0,7.039999999999999,0.08,0.3134626527965564,0.6401607382162913,70.03999999999999,0.08,0.3266980854197349,William G.,798.0,907.0,Gleason,gleasbi01,613.0,8.0,10.25,0.2671575846833579,10.25,0.3134626527965564,0.6401607382162913,0.3266980854197349,8.0,0
415,56.0,26.01,0.2258064516129032,201.0,21.01,0,8.03,0.06000000000000001,0.2976543328581521,0.5843409688028526,194.02,0.06000000000000001,0.28668663594470045,William Fitter,574.0,490.0,Greenwood,greenbi01,381.0,6.0,1.75,0.2258064516129032,1.75,0.2976543328581521,0.5843409688028526,0.28668663594470045,6.0,0
417,63.01,10.05,0.2325783972125436,39.01,4.0299999999999985,0,10.05,0.08,0.2602928336355699,0.5915297674334793,0.08,0.08,0.3312369337979094,John J.,300.0,267.0,Hayes,hayesja01,106.0,8.0,1.1,0.2325783972125436,1.1,0.2602928336355699,0.5915297674334793,0.3312369337979094,8.0,0
420,55.01000000000001,19.03,0.2458707643814027,102.02,12.02,0,3.069999999999999,0.09,0.3080332289806453,0.6345028901311576,56.03,0.09,0.3264696611505122,John,322.0,312.01,Irwin,irwinjo01,222.01,9.0,1.85,0.2458707643814027,1.85,0.3080332289806453,0.6345028901311576,0.3264696611505122,9.0,0
426,104.0,68.00999999999999,0.2621870882740448,163.0,43.03,0,12.04,0.08,0.3233968692486438,0.7068575631441203,67.05,0.08,0.3834606938954765,Fred J.,577.0,597.0,Mann,mannfr01,388.0,8.0,6.76,0.2621870882740448,6.76,0.3233968692486438,0.7068575631441203,0.3834606938954765,8.0,0
427,28.01,6.0299999999999985,0.18904109589041096,56.0,10.03,0,2.04,0.05,0.2562933373530299,0.5086084058461806,0.05,0.05,0.25231506849315066,Timothy Edward,200.0,138.0,Manning,manniti01,99.0,5.0,-0.5,0.18904109589041096,-0.5,0.2562933373530299,0.5086084058461806,0.25231506849315066,5.0,0
430,52.0,26.01,0.22485946283572766,61.0,6.02,0,2.04,0.06000000000000001,0.2559949163109683,0.5496488825820489,4.05,0.06000000000000001,0.2936539662710806,Samuel Leech,418.0,360.0,Maskrey,maskrle01,190.0,6.0,-0.19,0.22485946283572766,-0.19,0.2559949163109683,0.5496488825820489,0.2936539662710806,6.0,0
433,21.01,4.02,0.22769953051643196,18.009999999999994,0.05,0,5.01,0.05,0.25907995766814523,0.590253666588333,0.05,0.05,0.33117370892018777,Francis Edward,107.0,97.0,McLaughlin,mclaufr01,60.0,5.0,-0.85,0.22769953051643196,-0.85,0.25907995766814523,0.590253666588333,0.33117370892018777,5.0,0
434,303.0,188.0,0.2713786033047883,981.0,87.02,0,53.01,0.18000000000000002,0.3545196170612873,0.7269752918894141,568.04,0.18000000000000002,0.3724556748281269,John Alexander,2135.0,2250.0,McPhee,mcphebi01,1678.0,18.0,52.39,0.2713786033047883,52.39,0.3545196170612873,0.7269752918894141,0.3724556748281269,18.0,0
438,88.0,28.0,0.2329192546583851,92.0,6.03,0,10.02,0.05,0.2699548786254729,0.5929673009857213,12.04,0.05,0.3230124223602484,Michael D.,495.0,450.0,Muldoon,muldomi01,254.0,5.0,3.83,0.2329192546583851,3.83,0.2699548786254729,0.5929673009857213,0.3230124223602484,5.0,0
439,7.02,2.039999999999999,0.17681159420289855,16.01,0.03,0,0.05,0.05,0.21335401146528568,0.42277430132035815,1.04,0.05,0.20942028985507247,Vincent P.,101.0,61.0,Nava,navasa01,45.01,5.0,-1.71,0.17681159420289855,-1.71,0.21335401146528568,0.42277430132035815,0.20942028985507247,5.0,0
440,106.0,42.0,0.2660212079299216,180.0,31.02,0,11.03,0.08,0.3310869291206252,0.6999619867508695,76.03999999999998,0.08,0.3688750576302444,John K.,555.0,577.0,O'Brien,obrieja01,366.0,8.0,0.0,0.2660212079299216,0.0,0.3310869291206252,0.6999619867508695,0.3688750576302444,8.0,0
441,231.02,119.02,0.2549199084668192,527.0,21.05,0,94.03000000000002,0.17,0.31240057326114073,0.6819123962969913,382.05,0.17,0.3695118230358505,Nathaniel Frederick,1670.0,1671.0,Pfeffer,pfefffr01,1094.0,17.0,26.16,0.2549199084668192,26.16,0.31240057326114073,0.6819123962969913,0.3695118230358505,17.0,0
442,4.02,2.03,0.18566775244299674,5.02,0.04,0,0.05,0.05,0.19884015251033288,0.41131572254290616,0.05,0.05,0.2124755700325733,Grayson S.,84.0,57.0,Pierce,piercgr01,21.0,5.0,-2.5,0.18566775244299674,-2.5,0.19884015251033288,0.41131572254290616,0.2124755700325733,5.0,0
443,28.02,16.050000000000004,0.2307794871794872,54.03,13.02,0,4.069999999999999,0.09,0.2802502542844531,0.5852143568485557,12.07,0.09,0.30496410256410256,Philip,261.0,225.01,Reccius,recciph01,117.03000000000002,9.0,1.31,0.2307794871794872,1.31,0.2802502542844531,0.5852143568485557,0.30496410256410256,9.0,0
444,148.01,44.02,0.24066802800466744,664.01,75.02,0,15.05,0.11,0.3753269628570194,0.6980253292514185,272.04,0.11,0.3226983663943991,William H.,978.0,825.01,Robinson,robinya01,697.01,11.0,12.65,0.24066802800466744,12.65,0.3753269628570194,0.6980253292514185,0.3226983663943991,11.0,0
446,8.02,5.0299999999999985,0.2626728110599078,3.02,0.04,0,1.04,0.05,0.272863568215892,0.633232231810362,0.05,0.05,0.3603686635944701,James I.,57.0,57.0,Say,sayji01,25.01,5.0,-0.21,0.2626728110599078,-0.21,0.272863568215892,0.633232231810362,0.3603686635944701,5.0,0
448,42.01000000000001,10.02,0.22801556420233465,40.01,11.03,0,5.0299999999999985,0.05,0.2574976236630766,0.5455443162700805,11.04,0.05,0.2880466926070039,Milton Parker,341.0,293.0,Scott,scottmi01,107.0,5.0,2.18,0.22801556420233465,2.18,0.2574976236630766,0.5455443162700805,0.2880466926070039,5.0,0
452,128.0,47.02,0.23861920172599785,414.0,34.02,0,12.04,0.11999999999999998,0.30572047986087336,0.6000376319644332,278.04,0.11999999999999998,0.29431715210355985,John A.,1196.0,1106.0,Stricker,striccu01,790.0,12.0,-1.93,0.23861920172599785,-1.93,0.30572047986087336,0.6000376319644332,0.29431715210355985,12.0,0
454,24.01,10.03,0.232246192893401,29.01,2.02,0,0.06000000000000001,0.06000000000000001,0.2613143854765655,0.5497154007049918,0.06000000000000001,0.06000000000000001,0.2884010152284264,Daniel C.,198.0,183.01,Sullivan,sullida01,86.01,6.0,1.83,0.232246192893401,1.83,0.2613143854765655,0.5497154007049918,0.2884010152284264,6.0,0
455,39.01,7.039999999999999,0.2505704697986577,59.01,0.06000000000000001,0,2.0499999999999994,0.07,0.2969972931573536,0.6138317450589195,11.06,0.07,0.31683445190156595,Charles Joseph,233.0,224.01,Sweeney,sweench01,117.01,7.0,1.4,0.2505704697986577,1.4,0.2969972931573536,0.6138317450589195,0.31683445190156595,7.0,0
461,213.01,109.01,0.2898550724637681,229.01,42.02,0,18.03,0.11,0.32658604274747377,0.7140900685123689,186.05,0.11,0.3875040257648953,William Van Winkle,1198.0,1440.0,Wolf,wolfji01,779.0,11.0,18.28,0.2898550724637681,18.28,0.32658604274747377,0.7140900685123689,0.3875040257648953,11.0,0
